volume,headword,dojg_entry_id,decision,canonical,relationship,summary
Advanced,との,cf9666f413180bce751376f70b7ec351225124fed865b249e96e3b5a97335c1b,create_new_canonical_candidate,,primary,"A phrase that presents the content of the referent of the following noun (e.g., a report, notice, news, view)."
Advanced,とは,726b04efc4212b4a205b656e783a43f4765b243b9507f035677789c8300b8556,create_new_canonical_candidate,,primary,"A compound particle marking an event, action or state that the speaker/writer does not expect and that causes him/her to feel some emotion"
Advanced,とばかりに,2c8844288ba30bb1a72936827b58a7d10d0c1f17e73389bb740e455a7d17a6e2,create_new_canonical_candidate,,primary,A phrase that indicates that someone does something in order to convey something or in such a way that someone is convinced that something is the case.
Advanced,とは言え,99b9ddc03eee64d5e195e6cfa106a93d4614501591f4fde47c3733f4f21d323c,create_new_canonical_candidate,,primary,A conjunctive phrase meaning “although it is said that”
Advanced,ども,d501d1f990118e974c450d270d13387e9078b3c1d0d551b48cb2fcbb36718eff,create_new_canonical_candidate,,primary,A conjunction that indicates concession based on an actual state or action.
Advanced,ともすると,a974888729710a0731e660807b04135be4d5763832d432e393f32565b409be0c,create_new_canonical_candidate,,primary,A phrase that expresses the idea that something is likely to take place.
Advanced,ともなく,b0c637b0fab6699bc2a11f105fd895351a7e800e1eb2c0aed7069e5e0b08367e,create_new_canonical_candidate,,primary,"A phrase indicating that the subject does something without paying much attention, or that when, where, to whom, etc., something took place is unclear."
Advanced,と言うか,8a84f527d213c622a56a880a6108c597595f2237a89f118b24312ea37efb12c3,create_new_canonical_candidate,,primary,A phrase used to restate what was just said in order to be more accurate or appropriate.
Advanced,と言うのは,242d68db335aa3fb4eb579919b0b7ff1aba65fd22b1439e519f7c68a2a00d0db,create_new_canonical_candidate,,primary,A phrase that introduces the reason for what has just been said.
Advanced,と言って,bc1c19366d95079a39228cfa17d4e1a1f20283797b8c27d25627af77a111450f,create_new_canonical_candidate,,primary,A conjunction used at the beginning of a sentence to convey the idea of “however”.
Advanced,ないことには,c407a8736f6e7b54a8cc09766fb2a6211bf1977ad0049032a67b28aaa1ebc47b,create_new_canonical_candidate,,primary,"A phrase that means “if something has not taken place, something else won’t/can’t take place”."
Advanced,ないし（は）,b2cd633188de00ff28ca08881fedfa5cba878f9b04378a3fcafbe2466dc8f423,create_new_canonical_candidate,,primary,A particle that presents two possible choices or the minimum and maximum possible numbers/lengths/weights/etc. of something; or a conjunction that links two possible actions or events.
Advanced,ないでもない,0dc64d32386e1132db261797fdc8865094fa29890fa324f182205026b7d932cc,create_new_canonical_candidate,,primary,A phrase that indicates the speaker/writer hesitantly feels or expresses that something is the case.
Advanced,ないまでも,cb1f4047096a918baf8e02da9d9001b8985eb739611efdd4a97fd197b250ece2,create_new_canonical_candidate,,primary,"An adverbial phrase expressing the speaker’s feeling that although an ideal action or state isn’t possible, at least the next best action or state is or should be available."
Advanced,なお,5651e5e06399b582cc9488b03419b5e77af839c56dcc1a63fc7092c492d9531a,create_new_canonical_candidate,,primary,An adverb that indicates that an action or state is still going on or the degree of something increases; a conjunction indicating that an additional comment follows what has just been said in the preceding sentence.
Advanced,なおさら,160402e179405b36fc18b304c3d3008746c93540c144cb337dbb6ec787df9721,create_new_canonical_candidate,,primary,An adverb indicating that the degree of something increases due to an additional circumstance.
Advanced,なくして（は）,acf899034f0212420955b3e2ca1e9b2d74f925bfec3cab7900f4909693b9878a,create_new_canonical_candidate,,primary,A compound particle meaning “without something”.
Advanced,なしに,62d6ba25ceb76b82b8e13c67e29d44f8a374c5a73630245c95eb3e0bfb728a11,create_new_canonical_candidate,,primary,An adverbial phrase meaning “without (doing) something”.
Advanced,なす,5c28d7e1616eb38ff6331ddde19f11a92c1368e9db21dc1167d7784845ff1685,create_new_canonical_candidate,,primary,A verb that means “to cause something to happen”
Advanced,なぜか,3a8d9c26b8582ef02e159e804b58f5d6eee9774cdbf1312e5c92208d58be9913,create_new_canonical_candidate,,primary,An adverb indicating that the speaker/writer doesn’t know the cause of/reason for something
Advanced,なぜなら（ば）～からだ,9d6a553cfb1f6727d40590d9a550ea35751c2dda2a643051abf0d0a1b0b3f5a0,create_new_canonical_candidate,,primary,A structure used to introduce a reason for the statement in the preceding sentence.
Advanced,なまじ（っか）,561b77a91e162429c39c20dc9968fee47af0dfabe848ff5c06061dbcf4c115a6,create_new_canonical_candidate,,primary,"An adverb indicating that something (including an action/state) has a positive value which hasn’t been reached, causing something negative."
Advanced,ならでは（の）,c797226ff9895a75d0ad5220ed4168499d30425707352fb2e85946243c4b6c64,create_new_canonical_candidate,,primary,A phrase indicating something is “impossible if it’s not X”.
Advanced,なり,f318a3f63a0f0735d78e6f79bddb8bbc9525c8c15017650038141996d0343804,create_new_canonical_candidate,,primary,A conjunction meaning “soon after”.
Advanced,なるほど,977920b576bbfc8b6c58cc407516c056344e361e771e5a056064740a93f725f3,create_new_canonical_candidate,,primary,An adverb indicating that the speaker/writer afﬁrms the correctness of something he/she has heard/read/observed.
Advanced,なんて (1),5aeca1fba921bbfa4526b717314f6d0d6527d16c582e3afcde6f5fe4060785f1,create_new_canonical_candidate,,primary,A phrase used as the colloquial version of なんと.
Advanced,なんて (2),8fb34647e6b3b2f5f64b78fbfa8b0f803e051896095941c251f1b67a5407b204,create_new_canonical_candidate,,primary,"A colloquial particle used to express a strong feeling such as astonishment, incredulousness, envy, disdain, dislike, happiness, etc."
Advanced,に（も）なく,02ea834923e547eb7f530ca653b700d9ffe0d607a5b5f9004fc7e75afda85763,create_new_canonical_candidate,,primary,A phrase that means something unusual happens or someone does something unusual.
Advanced,に/ともなると,931f41663ae688b34eaeef49cbf0614e510d6c40ff26434c5defc18ec9271c2d,create_new_canonical_candidate,,primary,A phrase that is used when something or some situation is perceived to be special.
Advanced,にいたっては,c44bc7f820abd56178e1df054fa86d21ddeb57443abc4e9d58b5e63f48120ece,create_new_canonical_candidate,,primary,A compound particle that indicates an extreme example.
Advanced,にかかわらず・に関/拘/係わらず,c244ff44c5c3a94db7844f6479eca6ad7ee97d9a36a77d17e1a21e34c38d03e3,create_new_canonical_candidate,,primary,A compound particle that means “regardless of”
Advanced,にかけては,b2ec25318623c4a72c313d9a8d807239b57d695614595fd8693ee98e21135643,create_new_canonical_candidate,,primary,A compound particle that marks something in which someone excels or has conﬁdence.
Advanced,にかたくない・に難くない,7deff57e77f810c09aaa221ef0eb9dddb25281b43c2e2d8425df01e723bf657d,create_new_canonical_candidate,,primary,A phrase that indicates that it is not hard to imagine or guess a situation.
Advanced,にしたところで,4457fde79c31bdf7027b0a87944909a5d7640df67071da39e475f6cd6aebb827,create_new_canonical_candidate,,primary,A compound particle that means “even” or “also”.
Advanced,にして (1),e81c50e1be44212c0d374e5125f9d8af894fe27e6cba34a185bb0cf82e116842,create_new_canonical_candidate,,primary,A compound particle that indicates a period of time/stage (in life) at which some surprising action or state takes place.
Advanced,にして (2),aafbf868bf33c82e06ec34a77f513cef6c797d963f3003c610f5454ad1028cd3,create_new_canonical_candidate,,primary,A conjunction meaning “and” that is used to combine two noun phrases or な-adjectives.
Advanced,にしてからが,0de604f1b23183ecf97d5de11a2534645f2cbcffd38e3ac4a0cb2706d9605f0e,create_new_canonical_candidate,,primary,A compound particle indicating that something unexpected occurs.
Advanced,にしても,037d2b265eb9d61fb5a927452195f8b4beb97624ecaa56d09de7032e7e46b46f,create_new_canonical_candidate,,primary,"A conjunction that represents the idea of “even if someone decides to do something,” or “even if/though someone decides that something is true/the case”."
Advanced,にしろ・せよ,67574c6280844f80df285f217d7c1ae51eedd0f578dfcaab5af6ed7df0e7475f,create_new_canonical_candidate,,primary,A conjunctive phrase that carries the meaning of concession.
Advanced,につけ,156bdd330f9d1f43fd648cd36d7f5b9abd01677cd6dd26b99df2cabbe9299cff,create_new_canonical_candidate,,primary,A conjunction indicating that each time someone perceives something he/she feels or thinks something associated with it.
Advanced,にとどまらず,b68c771f44aa28b5a6bca5a02d52ee4c918ce17efad040a4dd670c082aca4973,create_new_canonical_candidate,,primary,A phrase indicating that something goes beyond a spatial/temporal boundary.
Advanced,にひきかえ,5f8652e46993a8561c1c251b83e5148de92a2a883432c1dc0b3e5b5e7b0627e3,create_new_canonical_candidate,,primary,A phrase that indicates a sharp contrast.
Advanced,によらず,f1cf996de3f6b8638f96788eafaaf16608726ffc228f929d18b59326841653d8,create_new_canonical_candidate,,primary,A compound particle that means “without depending on”.
Advanced,によると,347408c143485022f26f56c5e814966f01fb0faf65f64bacd30aba93e8b7b16c,create_new_canonical_candidate,,primary,A compound particle that is used to identify the source of information provided in the sentence.
Advanced,にわたって・わたる,01cbe94934f6199cc2e8b371fbae760f036d2c564adacb1788e4d7c6461b1fe9,create_new_canonical_candidate,,primary,A compound particle indicating that something takes place over a particular span of time or physical space.
Advanced,に向けて・に向けた,3ab160882865a348c814aba97d75775e315572322699b476e82c99f4ec61f8ae,create_new_canonical_candidate,,primary,"A compound particle that indicates the destination/direction of movement, the target/direction of an action, or the goal/purpose of an action."
Advanced,に応じて・応じた,7f3ddea11ebc664c18125899294fa2b9e00e2207d6e8cbbbfdfbf877a4a261e0,create_new_canonical_candidate,,primary,A compound particle that means “in response to”.
Advanced,に決まっている,74664d455fe53128d74eb43c23bf908615cb8a0337bf4874b7be29cebc419163,create_new_canonical_candidate,,primary,A phrase indicating the speaker’s/writer’s strong conviction or motivation.
Advanced,に越したことはない,1e3588e1e96d7563ae90acc1bece0ef055d323d0b4c1550269e0da8150443beb,create_new_canonical_candidate,,primary,A phrase used to indicate that a state or action is more desirable.
Advanced,のなんのって,a36bd3296021d21bbea60eef05b4820e4a382ac916437b45aeb3abb9d56c2213,create_new_canonical_candidate,,primary,A phrase to emphasize that something/someone is/was in an extreme state or that someone does/did something to a great extent
Advanced,のみならず,dc1731001ecdc998d3799d3e0ae94bc08c3fb5734329e2463791e4317f246eb7,create_new_canonical_candidate,,primary,A phrase that is used in formal writing to mean “not only”.
Advanced,の無さ・のなさ,14fea78f58864ba4049042e71ca01acf78e2b6744f8e94f1049ba95c5b5144bc,create_new_canonical_candidate,,primary,A phrase that indicates a state where something is lacking.
Advanced,はあれ,84dd386aae78594b745a014366224494478f593ba58d0c486e7705aac27c8aa3,create_new_canonical_candidate,,primary,A phrase expressing the idea “even though there is something”
Advanced,はいいとしても,c064ab023e1b0487e34fd1caec20af623648979f7c6791cefe39118968b90c64,create_new_canonical_candidate,,primary,"A phrase that conveys the meaning “even if I/we accept something, something else is not acceptable”."
Advanced,はおろか,0638bacff713f9a40d32212eea17ba87edf34a4a27261b5951bc3a2a4ff61c26,create_new_canonical_candidate,,primary,"A phrase that is used when something is not only true with one thing or person, but also with another thing or person that is less expected or understandable."
Advanced,ばかりに,3762e273e6da6a3361550765387f46b9e79d8dc909671e89ac8e49bae7b75971,create_new_canonical_candidate,,primary,A conjunction indicating that a single factor causes a negative situation.
Advanced,ばこそ,32159b477e798fee84a95ff8cf1ac02cabb540f0d2d9277157ed66561f7ea31c,create_new_canonical_candidate,,primary,A conjunction that emphasizes a reason
Advanced,はたして,8be12c45ba8cdb4c408c33234a609e2f9d7bf24334b94d461457ade57ad91d73,create_new_canonical_candidate,,primary,"An adverb indicating that something occurred as the writer expected, or expressing in a concession clause the writer’s strong doubt."
Advanced,は別として,a0cf5b1a68558c210f2b568b5b4a3c91f78483a2c7c9c972aa78957d8b8b65be,create_new_canonical_candidate,,primary,A phrase used to present an exception or an issue the speaker/writer does not intend to cover as part of a larger statement.
Advanced,ひいては,0151e4c1704c30fe582d0634dac043e6f437d91adb23e38726a37a87e56494d6,create_new_canonical_candidate,,primary,An adverb indicating that something is perceived to eventually lead to a signiﬁcant result.
Advanced,ひとつ,1dc12a99374efabfd57d32296e016ca0777abfb1e67a0a3c04bbcfa2bcd33900,create_new_canonical_candidate,,primary,"An adverb used when the speaker intends to do something, or asks someone a favour, or makes a suggestion or gives advice to someone."
Advanced,べからず・べからざる,8f372f9bb253d1493fb202ec8232e7223a86ec61b76421b21e72bb4ac2b961ab,create_new_canonical_candidate,,primary,An auxiliary verb that indicates a strong prohibition.
Advanced,べく,0b0f74e93ca369f14bac42134a36c9a9967617ba9b6bc3fed63f6920d9cfa997,create_new_canonical_candidate,,primary,"The verb modification form of the auxiliary bekida, which is used to indicate a purpose or aim."
Advanced,べくして,13600105aac7cc619fee31c3359f47612a386fdeed8d4065f0b9491c2dffea71,create_new_canonical_candidate,,primary,A phrase used when something occurs/occured exactly as expected
Advanced,べくもない,7eee6d84ac671d7f065f7a0c8b68eb3617a1a3377896286d176e947e4a616c2d,create_new_canonical_candidate,,primary,A phrase meaning “it is impossible to do something”
Advanced,まして（や）,356e53266a7e0ae57639ca5323f5a76d166ee0fc47edaac03d4f64ad04036db0,create_new_canonical_candidate,,primary,"An adverb expressing the idea that because one statement is true, the subsequent statement is naturally true."
Advanced,また,a7a054c2933a6a05f4e660c518db1c9e993649b8c24736c961e959ee4f331b5e,create_new_canonical_candidate,,primary,An adverb/conjunction that indicates repetition or addition.
Advanced,まで（のこと）だ,85270eb64cb7835fdb4920e971ac609479724292578128946e01947873324d43,create_new_canonical_candidate,,primary,"A phrase indicating someone’s decision to cope with a negative situation, or a simple, straight forward reason for his/her action."
Advanced,むしろ,1a2d73eac411564615745063f003950a0608581f822aa7cf690a4c985f457d21,create_new_canonical_candidate,,primary,"An adverb that indicates one of two things/people/characteristics has been chosen rather than the other to express speaker’s/writer’s desire, preference or judgment."
Advanced,もさることながら,cf14df91d064fafcb11feec9bcc6190c08ec62a8cecfe0aba13b13b989439594,create_new_canonical_candidate,,primary,A phrase used to mention something important and then introduce something more signiﬁcant.
Advanced,もしくは,1cf4917664e4ae210c99d4acd915d34947a7c7d209313427fcd28fadb167f956,create_new_canonical_candidate,,primary,A conjunction to disjunctively connect two items or ideas.
Advanced,もっとも,72ca92acc7c1328bf3a5eb00707492c8837802316840fd1b68b734b36db5a226,create_new_canonical_candidate,,primary,A conjunction used to add a comment indicating that what the speaker/writer has just expressed is not sufﬁcient.
Advanced,ものか (1),de36c4e805e28f1278232c07dab2dd72c3e4f6c68637dc396aa304f8d34f3e62,create_new_canonical_candidate,,primary,A rhetorical question marker that expresses a strong negative intention or disagreement.
Advanced,ものか (2),e6e7e758f5e2c3073b9c36adda22dd3d10dffb92247fae308354bc25fe68ccad,create_new_canonical_candidate,,primary,A phrase indicating that the speaker wants to do something or is wondering what one he/she should choose.
Advanced,ものではない,b615fbf6db64d8572ed147fd1456ce5e71bb2ab269e5b6a4b7b3d144d6dd3c6c,create_new_canonical_candidate,,primary,"A sentence-ﬁnal phrase indicating that one shouldn’t do something, one could not possibly do something, or one naturally cannot do something."
Advanced,ものなら,937c69e84abf39dba5fdf91f814d6b47f1ce5a4cdd3ab0ce658f332f0e5b5930,create_new_canonical_candidate,,primary,A conjunction indicating that the preceding clause presents a hypothetical situation that is unlikely to become a reality.
Advanced,ものの,84de62788a4e7608404975f8d71fbbfe60ba76ddc9533631666ab16687be55d9,create_new_canonical_candidate,,primary,A conjunction that means “although”.
Advanced,ものを,0eaa7326cd994fdb26d41aad151843cb1d3d7934b93d03e6bbe85526075e9e50,create_new_canonical_candidate,,primary,A disjunctive coordinate conjunction expressing the meaning of “although” with the speaker’s strong feeling of discontent
Advanced,やら,ae13b4a1b0a21933f357d3d146e19f6347e9557285a232c0500eaf9ce7aa9303,create_new_canonical_candidate,,primary,A sentence-ﬁnal particle that marks a self-addressed question.
Advanced,や否や・やいなや,4d2c3939739775cea265c02347c0ac0b32ec44d04b6ccbf66d946b57ec9750ff,create_new_canonical_candidate,,primary,A conjunction that expresses the idea that something happened or someone did something immediately following another event or action.
Advanced,ようでは,464ca922a07bd257ff33d867a0f7e1bc908c9e6123e7dfd9530f96baf5d08d10,create_new_canonical_candidate,,primary,"A conjunction that presents an undesirable situation, which is assumed to be factual."
Advanced,ようと・が,16c4906ac9742cd2bd60efbb50943bed9eb29ff990399c879239ea01d77d0dd2,create_new_canonical_candidate,,primary,A conjunctive phrase that expresses the idea of concession.
Advanced,ようにも（～ない）,e773539143bad4114a9ed9bfa17d89290d1123642c94c3d400b0c122222b2503,create_new_canonical_candidate,,primary,"A conjunctive phrase that indicates concession: “even though someone tries to do something, he/she cannot do it for some reason”."
Advanced,ようものなら,7b2bf7a548682ef11303472a79d656f8e1f47b0070d28f964d658c01c9831c63,create_new_canonical_candidate,,primary,A conjunctive phrase that presents an undesirable hypothetical situation.
Advanced,より・のほか（に）（は）～ない,d20dc796e8e7c6933153b98254e31914888c79603ff7ab5c092a318e5943f5c9,create_new_canonical_candidate,,primary,"A phrase that conveys the idea that there is no other choice than to do something, or that something is true of only one of a select few things."
Advanced,をおいてほかに（は）～ない,1eaea92e3c724ff5d357ff9de51840f2b77994a608869656bd7ebfe6ff715ea5,create_new_canonical_candidate,,primary,A phrase that means “there is nothing else besides X”.
Advanced,をめぐって・めぐる,241b4eba044f20161bc02cc3c7365639b0c9d2ffc1d063dabe6efb46a586a0e4,create_new_canonical_candidate,,primary,"A compound particle meaning “concerning; over”, which is used with an issue over which different opinions, ideas, etc., are expressed or exchanged."
Advanced,をものともせず,70aef6ebb8b5fd0aae0dd2d9c879b99e2a795e98950ba164154481ebeeb6b716,create_new_canonical_candidate,,primary,A phrase indicating that someone does something bravely/fearlessly in spite of unfavourable circumstances.
Advanced,をよそに,cc89875877657d748234ffbaaf73ca39ea5e6b6e48e7d52e97f2c611e1e82efb,create_new_canonical_candidate,,primary,"A compound particle that expresses someone’s indifference to warnings, criticism, advice, accusations, opposition, anxiety, wishes, eagerness, provocative actions, etc."
Advanced,を中心に,2379820774c770a243d28b8bb3f6fe60bd9cbad4b76805401e8846d6747f5117,create_new_canonical_candidate,,primary,A phrase that means “with something/someone at the centre”.
Advanced,を介して/介した,6d07b6567cd5595e3e414cf906dc2a10a799da7bf7f6e5466b85347e5a04887a,create_new_canonical_candidate,,primary,A compound particle that introduces a medium through which someone does something or something happens to someone or something.
Advanced,を問わず,87362bab718c4cb7d86a82803946388a796033b198bad154d3df2f6273762eaa,create_new_canonical_candidate,,primary,A compound particle that means “without questioning”.
Advanced,を禁じ得ない,924a68011a3fd18b513d8f0c390236dc197ef5ea2453364a718e1fe22125c9f6,create_new_canonical_candidate,,primary,A phrase that is used when one cannot control emotions or reactions caused by emotions.
Advanced,んとする,f8a54e4ee4a6b8999288c9b8af5fdefc619abdb47b8536bfedac61d02f8a2e91,create_new_canonical_candidate,,primary,A phrase meaning for “someone to try to do something” or for “something to be about to occur”.
Advanced,んばかり（に）,498463d8cf3551c31c4f457ff7f5b5f9b275db98f76021262256ca322301115b,create_new_canonical_candidate,,primary,An adverbial phrase that is used when a situation looks as if someone were about to do something or as if something were about to occur literally or ﬁguratively.
Advanced,一[Counter]として～ない,e877fc02009909a89ed0e056bdb5bdeffc489fa8723f657d894667bd87912081,create_new_canonical_candidate,,primary,"A structure that means “not a single one""."
Advanced,一つには,18dda7be0d2f8d632a20e9b5ea7c6b77e03bbdd57ca2c63f0f0fbb5547c78052,create_new_canonical_candidate,,primary,"An adverb meaning “partly” in a context where someone gives one or two objectives, benefits, examples or reasons for something."
Advanced,一切～ない,80a70a9a8c4d071830f61de8e016504439ec8e97f58d324791bc0e56be9d97ca,create_new_canonical_candidate,,primary,A structure that means “not at all”.
Advanced,一応,7e6cd717749ee0feee77b4471d8cf6e0b8da846205bfa67fd8f8503e741fdf03,create_new_canonical_candidate,,primary,An adverb indicating that an action or state is only temporary or tentative or is superﬁcially conceived.
Advanced,一方（だ）,b8b8c00ffdb9d950268ec08616669503668e7b69317eb56ab2107e99b34c2da2,create_new_canonical_candidate,,primary,A phrase indicating that “something happens continuously” or “someone does something repeatedly”.
Advanced,一方（で）,69230b0293e22279657d3333ae4a61c0312f547017ad742008dfad6bdace8d7d,create_new_canonical_candidate,,primary,A conjunction used to present two concurrent actions/events/states or contrastive situations.
Advanced,一旦・いったん,ba3fed0cdc919dc88339e5bc61427244deb559708022fa668532a7d13b451038,create_new_canonical_candidate,,primary,An adverb meaning “once” or “for a short time”.
Advanced,且つ・かつ,989802ae99227d1ef4a25f750178a9fbe690d3269efc34fe9105db53bc573fb4,create_new_canonical_candidate,,primary,"A conjunction meaning “and” that connects words, phrases and sentences."
Advanced,並びに,62ce99fa27719a98f7a2fa333652ad80376bf64e035018e890fcaebd5c0afd31,create_new_canonical_candidate,,primary,A conjunction used to combine two nouns or noun phrases.
Advanced,並み,a83f5997abc2b0ec4685d4f5e7989fbbbdd85b8f6917b41e8512b7dbda163a07,create_new_canonical_candidate,,primary,A noun sufﬁx that adds the meaning “to match”.
Advanced,中を,b172e4d048730244c68299f6a2f121d403a19216f1c687b13c7dcb013c81c067,create_new_canonical_candidate,,primary,A phrase that specifies space or time in/through which someone/something does something.
Advanced,今更・いまさら,7eded3d3a2a4cff44b16b465176a72cc9de2be30bce8f5c5b436110b8b80ad06,create_new_canonical_candidate,,primary,An adverb indicating that someone feels that it is too late to do something.
Advanced,以来,914706ea14f49d43e8439a13c0b79bf0ac402721d892066cf5894e9954f73804,create_new_canonical_candidate,,primary,An adverb meaning “since”
Advanced,仮に,b5fb9220e5fd07aa8fa4bfaefc4f6387315bf2b7ceb3cf51b6ef181482ca0805,create_new_canonical_candidate,,primary,An adverb that indicates the speaker’s/writer’s tentative supposition.
Advanced,但し・ただし,6d142d71f0a08e8309c9df209a101a6982ef0f34616d8ef103ac1aac9a08dada,create_new_canonical_candidate,,primary,"A conjunction indicating that there is a condition, restriction, proviso, etc., to the preceding statement."
Advanced,何[(Number)+Counter]も,32314a6bffcb0af3499073d943382710ada9a03d4ef1eecb33f15e00e2347d74,create_new_canonical_candidate,,primary,"A phrase that indicates there is a large number of things, people, etc."
Advanced,何～ない,654a40208f277f0b01e2d00e86f2b11a38f22713fda961c8dee2a32958c31896,create_new_canonical_candidate,,primary,A structure indicating that something doesn't exist at all.
Advanced,何とか,f326711497fe98dcd894ce5b376fb1be3e37180bc74526d27afd43be772e02d9,create_new_canonical_candidate,,primary,"An adverb expressing that someone somehow does something, or something somehow occurs."
Advanced,何も～ない,adc2e1b49be689cfd1d2655b2dbf1c31824414c6ba2aa03e2d191a3de7aa96be,create_new_canonical_candidate,,primary,A structure indicating that an action is taken for no good reason.
Advanced,何ら～ない,cdc31ba29491147de57238d319d1ae01c8153df44427ba9879c8c14a432cfe4d,create_new_canonical_candidate,,primary,A structure that is used to express a strong negative statement.
Advanced,何らかの,fb12d0c7d05c374fb35c908e7f46d6c6f9059fa4a5e5f61fba1e06b7ea75c43d,create_new_canonical_candidate,,primary,A phrase used to indicate that the exact nature of something represented by the noun cannot be speciﬁed.
Advanced,割に（は）,284027d62961c13b1734f9fd886a1d4ff022a7fed8d33d3c86bdb0bd4c8d9889,create_new_canonical_candidate,,primary,A phrase that expresses the idea that something is not in proportion to what one would normally expect.
Advanced,加えて,8d842e8f1006ac64b37736de0bfd39fc533d05c22e1f0922edcbc6cdbac0eed6,create_new_canonical_candidate,,primary,A conjunction that means “in addition to what has just been mentioned”.
Advanced,単に,1a7ac894f679f8c24fd180751f33e02d481eaf95a8be0ff1b3ba3b1259077783,create_new_canonical_candidate,,primary,An adverb that means “simply”
Advanced,単位で,1d6b7b0fe4c7304841b0a215fca5875b80feb6fb197237e98685f3d696170efc,create_new_canonical_candidate,,primary,"A phrase that indicates the smallest amount, number or unit of something (or people) involved."
Advanced,及び,727e0e27bfe474c86d565f7ad0b18e86ce4796784b0fde2405efc818b6629eb3,create_new_canonical_candidate,,primary,A particle that connects two nouns or noun phrases.
Advanced,反面,67fc803cf1bafbed0101b8ac63f97ff81105c5489a1ae82882cbac5cff4695c0,create_new_canonical_candidate,,primary,A conjunction used to contrast the positive and negative sides of something/someone.
Advanced,同士,eab0eaaa39fafaef9c9984e7d80968eaa7112b32826a270ef0bad8873cdd070d,create_new_canonical_candidate,,primary,A sufﬁx that adds the meaning of “the same things/people”.
Advanced,向け,fc50452cb118939b682714e3ea18ea4a7be5317b6e6391d4ac2518f1bc5a8768,create_new_canonical_candidate,,primary,A suffix that adds the meaning of “aimed at”
Advanced,如何（だ）・いかん（だ）,0de87d714334d0290321dd6f2117148e32ff3b9d9692b5b6cbc9c6fed1416c5d,create_new_canonical_candidate,,primary,A classic form of the adverb どのように “in what way”.
Advanced,思うに,e85f2cb4839df46170ec5621fa7da46684972a7005b3a6d6dc1ad555bf189fd3,create_new_canonical_candidate,,primary,A phrase indicating that the subsequent statement is the speaker’s/writer’s personal view.
Advanced,思えば,ce3ab6816307a44ecb8f5dfab78f3e18372d6f2c62eeb53b8d11f2aa0e7c1a97,create_new_canonical_candidate,,primary,An adverb that indicates feelings of nostalgia or regret when recollecting one’s past experiences.
Advanced,恐れがある,df77d62bca506276bf212873b31999b08cd15b0e8aef8363966e54f5fbf6874a,create_new_canonical_candidate,,primary,"A phrase that means “it is feared (that)"""
Advanced,折(に),2d652878f73a8d946cebbc62df416e234ef9424c045c05415c940829b358948f,create_new_canonical_candidate,,primary,"A noun indicating special/uncommon and primarily desirable occasions which someone takes advantage of, or where someone is expected to do something or where something desirable takes place."
Advanced,故に・ゆえに,110b54ab6f00118426bad828d03459ea9e60340b07e3515b4cf29e664f0e6773,create_new_canonical_candidate,,primary,A conjunction that presents a reason or a cause.
Advanced,更に,e26402e869fdf42e89a5b7ac20dd550c145a86c7f83b7d597996751efd503465,create_new_canonical_candidate,,primary,An adverb/conjunction that represents the idea of “additionally” or “further”.
Advanced,末（に）,099ba672565a621fa80f4403fd030c074476ce7c47f85fc6b69901323cbd9bb0,create_new_canonical_candidate,,primary,"A noun that indicates the end of a period or the time after long, hard mental or physical work."
Advanced,済む,9d029ea2f3a0be04eb5dbac7665595502e80de304a0b7bb769f4d79e002e420a,create_new_canonical_candidate,,primary,A verb that means “to be finished; to do (in the sense of being enough)”.
Advanced,滅多に～ない,694c2a2615fe1daa2446ab8e3b366ca285c0c20bb7ae9c536432ed648d78caed,create_new_canonical_candidate,,primary,A structure that indicates extremely low frequency.
Advanced,由・よし,4cc6fe003a934190050d86b957b62d50300c2d12dbca9dd943db92c67c794064,create_new_canonical_candidate,,primary,A dependent noun that marks the content of what the writer has learned.
Advanced,甲斐・かい・がい,45adeef900641831fdd31f07ae9ca93bd8b62d679e89ac64fed6558d54dfe418,create_new_canonical_candidate,,primary,A dependent noun that means something is worth someone’s effort.
Advanced,自体,079003682b50dc12b863e5248ec58a13c29c8e2f68887f0858fec8fbe086bea5,create_new_canonical_candidate,,primary,A dependent noun that is used to emphasize the referent of the preceding noun.
Advanced,見るからに,da129e94c993ee9084bab71627e14352ed14c2b2f51ccbdfa6124f617fd84d80,create_new_canonical_candidate,,primary,A phrase indicating that something can be (obviously) recognized through visual cues.
Advanced,言うまでもない,bb7335bb9fe7d8ff89ff68ee1d3d969b706b8006b016077a9a91e0f6ab03d2f1,create_new_canonical_candidate,,primary,A phrase indicating that what the speaker/writer expresses is generally known but that he/she presents it as a reminder.
Advanced,言ってみれば,6e913c31217f11ad52d405403c1c06963b3731c094cf6a4993f0f1fa23cad9f5,create_new_canonical_candidate,,primary,"A phrase signalling a comparison (including the use of simile and metaphor), a deﬁnition, or an explanation."
Advanced,言わば,757c72ba5adf0da2cdde3345ca240e2a98ea77010a82763fff6380aca86f7a22,create_new_canonical_candidate,,primary,An adverb that means “if I were to say it some way (or a different way)”.
Advanced,限りだ,75630f490317c3a21d6864ff410f1bb48e493bedef129b43af617825ab8a1533,create_new_canonical_candidate,,primary,"A phrase that indicates the extreme degree of the speaker’s/writer’s emotion — happiness, sorrow, envy, shame or loneliness, among others"
Advanced,願う・願います,72fed8a6005137c3751252486ad82ccd80de48aaae6e5e89f7c33c61dea5269d,create_new_canonical_candidate,,primary,A verb that expresses a polite request.
